iter	RMSE
197	0.2851164154
198	0.2849468724
199	0.2847944316
200	0.2839567366
201	0.2838791015
202	0.2837547454
203	0.2836443455
204	0.2832600365
205	0.2830955395
206	0.2830428629
207	0.282889532
208	0.2827187213
209	0.2824155713
210	0.2822126315
211	0.2819849517
212	0.2818485201
213	0.2817125147
214	0.281647852
215	0.2810648519
216	0.2808054363
217	0.2805550657
218	0.2798949988
219	0.2797424362
220	0.279650165
221	0.2794845379
222	0.2793826449
223	0.2793134044
224	0.2791772207
225	0.2791159364
226	0.2789998328
227	0.2788786284
228	0.2787545166
229	0.2784676247
230	0.2783348593
231	0.2782702887
232	0.2781971435
233	0.2781252954
234	0.2780668436
235	0.2775345971
236	0.2774726066
237	0.2772448967
238	0.2771781268
239	0.277081085
240	0.2769144572
241	0.2767533013
242	0.2766791928
243	0.2764963044
244	0.2762422846
245	0.2761523482
246	0.2759524014
247	0.2758038076
248	0.2757150634
249	0.2756276937
250	0.2753945524
251	0.2751696278
252	0.2750075149
253	0.2749581541
254	0.2748624653
255	0.2748039016
256	0.2747528594
257	0.2746960015
258	0.274589548
259	0.2740211252
260	0.2739356207
261	0.2738274284
262	0.273786771
263	0.2736838568
264	0.2736152472
265	0.2735462013
266	0.2734701143
267	0.2732865911
268	0.2731197002
269	0.273008937
270	0.2729109084
271	0.2728186694
272	0.2726750316
273	0.2724882695
274	0.2724013196
275	0.2722544077
276	0.2721647488
277	0.272095354
278	0.2719066062
279	0.2717135961
280	0.2716542781
281	0.2715858735
282	0.2714065848
283	0.2712347691
284	0.2711645361
285	0.271027338
286	0.2709306814
287	0.27074123
288	0.270543125
289	0.270342389
290	0.270248111
291	0.2701076291
292	0.270074618
293	0.2699865435
294	0.2698757288
295	0.2697790123
296	0.2696811363
297	0.2695837951
298	0.2694394436
299	0.2693724136
300	0.2692162587
301	0.269185783
302	0.2690348456
303	0.2689733996
304	0.2685671367
305	0.2684557311
306	0.2683911011
307	0.2683480033
308	0.2683009153
309	0.2681026211
310	0.2679216889
311	0.2675373813
312	0.2674554408
313	0.2673691857
314	0.2672183476
315	0.2670629538
316	0.2670074441
317	0.2669138618
318	0.2668036214
319	0.2663543814
320	0.2661990253
321	0.2661519021
322	0.266074777
323	0.2659082511
324	0.2658384609
325	0.2657651556
326	0.2656874206
327	0.2656131911
328	0.2655699461
329	0.265553073
330	0.2655028022
331	0.2653430084
332	0.2652363
333	0.2651748877
334	0.2647709709
335	0.2646411526
336	0.2645603038
337	0.2645125337
338	0.2644442023
339	0.264344705
340	0.2643062211
341	0.2641660263
342	0.2641334148
343	0.2640164997
344	0.2639285167
345	0.26382105
346	0.2637544979
347	0.2636552178
348	0.2635634908
349	0.263463729
350	0.2633829854
351	0.2632288314
352	0.2631626976
353	0.2630612999
354	0.2628497019
355	0.2628189337
356	0.2626854734
357	0.2625905099
358	0.2624645686
359	0.2624033291
360	0.2623416162
361	0.2622274916
362	0.2621657622
363	0.262046502
364	0.2619755776
365	0.2619024693
366	0.2618051406
367	0.2617192976
368	0.2616725684
369	0.2615995877
370	0.2615183001
371	0.2614770405
372	0.2613474235
373	0.261237069
374	0.2611959921
375	0.2611172428
376	0.261077546
377	0.2609810756
378	0.2608856351
379	0.260684876
380	0.2606565319
381	0.2606010474
382	0.2605432609
383	0.2604989646
384	0.2603805229
385	0.2603591707
386	0.2603245976
387	0.260268901
388	0.2602215035
389	0.2601783058
390	0.2598695545
391	0.2596787417
392	0.2596141053
393	0.2595417419
394	0.2595133777
395	0.2594408676
396	0.2593658363
397	0.2592902016
398	0.2592521995
399	0.25915789
400	0.2589869714
401	0.2589314584
402	0.2588931452
403	0.2588669063
404	0.258786174
405	0.2587491083
406	0.2586426793
407	0.2584737718
408	0.2583923379
409	0.2583347802
410	0.258311448
411	0.2582548649
412	0.2582169496
413	0.2581505558
414	0.2580654702
415	0.2579799687
416	0.2576285226
417	0.2576034207
418	0.2575630521
419	0.2575369062
420	0.2573953516
421	0.2573624233
422	0.2571591535
423	0.2570955324
424	0.2570324008
425	0.256880798
426	0.2568175659
427	0.2567711799
428	0.2566948015
429	0.2566382521
430	0.2565916672
431	0.2564267412
432	0.2563871299
433	0.2563317509
434	0.2561062498
435	0.256064645
436	0.2560407585
437	0.2559879666
438	0.2559508634
439	0.2558459533
440	0.2558169386
441	0.2557374671
442	0.2556463048
443	0.255557721
444	0.2555043353
445	0.2554588649
446	0.2554411747
447	0.2553943993
448	0.2552413537
449	0.2552191688
450	0.2551986958
451	0.2551652421
452	0.2550812774
453	0.255035468
454	0.2549939674
455	0.2549654224
456	0.2549044249
457	0.25482654
458	0.254790149
459	0.2546871495
460	0.2546389999
461	0.2545975145
462	0.254586592
463	0.2543921808
464	0.2543427715
465	0.2542816717
466	0.254209524
467	0.2541342522
468	0.2540628651
469	0.254010452
470	0.2539688588
471	0.2539126893
472	0.2537738753
473	0.2537390499
474	0.2537339889
475	0.2535956556
476	0.2535315374
477	0.2534496788
478	0.2534318546
479	0.2533386295
480	0.2532204738
481	0.2531391133
482	0.2530713354
483	0.2530130104
484	0.2529357502
485	0.2527771033
486	0.2526592558
487	0.2526022137
488	0.2524461693
489	0.2524063105
490	0.2521772377
491	0.2520743684
492	0.2519449871
493	0.2518339293
494	0.2517917006
495	0.251732764
496	0.2516058539
497	0.2515459585
498	0.2514944407
499	0.2514579426
500	0.2514104321
501	0.2513581932
502	0.2512993594
503	0.2512585064
504	0.2512002355
505	0.2510450235
506	0.2510039831
507	0.250951182
508	0.2508339448
509	0.2507006631
510	0.2504778233
511	0.2503611054
512	0.2502323013
513	0.2501887906
514	0.2501306903
515	0.2500169221
516	0.2499708937
517	0.2498781671
518	0.2497986049
519	0.2497188816
520	0.2496621284
521	0.2496174097
522	0.2495285433
523	0.249473432
524	0.2493648344
525	0.2492793812
526	0.2492265491
527	0.2491719034
528	0.2491361093
529	0.2491108369
530	0.2490811042
531	0.2490569919
532	0.2490171632
533	0.2489636367
534	0.2489117557
535	0.2488745555
536	0.2488280251
537	0.2487809161
538	0.2483384414
539	0.2483093268
540	0.2482792393
541	0.2482194406
542	0.2482097865
543	0.2481769382
544	0.2479943522
545	0.2478904368
546	0.2478249412
547	0.2477511129
548	0.2477403299
549	0.2476070337
550	0.2475599001
551	0.2475394858
552	0.2475074891
553	0.2473855233
554	0.2473483257
555	0.2472831605
556	0.2472203957
557	0.2471853224
558	0.2470712812
559	0.246984094
560	0.2469356149
561	0.2468747093
562	0.2468246858
563	0.2467957869
564	0.2467735492
565	0.2466647157
566	0.2466518083
567	0.2466026145
568	0.2465430952
569	0.2465163667
570	0.2464818286
571	0.2464553035
572	0.2464136035
573	0.246370233
574	0.2463451312
575	0.2463063532
576	0.2462119034
577	0.2461183958
578	0.246098401
579	0.2460465654
580	0.2459824203
581	0.2459315828
582	0.2458322554
583	0.2454821093
584	0.2453780857
585	0.245340674
586	0.2452983239
587	0.2452823357
588	0.2452690172
589	0.2452499993
590	0.2451744924
591	0.245109503
592	0.2450654455
593	0.2450439356
594	0.2450184797
595	0.2449358313
596	0.2449154314
597	0.2448796508
598	0.2448705468
599	0.2448263579
600	0.2447756907
601	0.2447355087
602	0.2446955326
603	0.2446697545
604	0.2446304815
605	0.2445432006
606	0.2444478041
607	0.2444227635
608	0.2443741712
609	0.2442645986
610	0.24423793
611	0.2442072051
612	0.2441717196
613	0.2441345345
614	0.2440465959
615	0.2439411975
616	0.2438212807
617	0.2437861551
618	0.2437501052
619	0.2437082857
620	0.2436573063
621	0.2436244576
622	0.2435910309
623	0.2434984613
624	0.2433785268
625	0.2433410824
626	0.2433033182
627	0.243259438
628	0.2432053454
629	0.2431767092
630	0.2430998631
631	0.2430636922
632	0.2430366986
633	0.2430086809
634	0.2429055882
635	0.2428822175
636	0.2428049266
637	0.2427596083
638	0.24266716
639	0.2425978677
640	0.2425746486
641	0.2425344941
642	0.2425208682
643	0.2424734563
644	0.2424038266
645	0.2423417369
646	0.2423176001
647	0.2423045086
648	0.2422214715
649	0.2421943304
650	0.2421582788
651	0.2420856521
652	0.2420183085
653	0.241965658
654	0.2419058491
655	0.2418693255
656	0.2418195401
657	0.2417826052
658	0.241708949
659	0.241666967
660	0.2416124653
661	0.2415886343
662	0.2415245482
663	0.2415043798
664	0.2414888118
665	0.2413852087
666	0.2413683545
667	0.2413023206
668	0.241151442
669	0.2410886211
670	0.2410601942
671	0.2409727917
672	0.2409301592
673	0.2408449306
674	0.240816311
675	0.2407937096
676	0.2407492379
677	0.2406973066
678	0.2406529309
679	0.2406235986
680	0.2405902985
681	0.2405592266
682	0.2405326101
683	0.2404721592
684	0.2404396465
685	0.2403713454
686	0.2403410165
687	0.240318216
688	0.2402866186
689	0.2402674517
690	0.2402417567
691	0.2402095197
692	0.2401817891
693	0.2401421833
694	0.2401107876
695	0.2400918819
696	0.2400355956
697	0.2399633186
698	0.2399404166
699	0.2399191646
700	0.2398887455
701	0.2398145212
702	0.2397859378
703	0.2397316847
704	0.2396629294
705	0.2396134816
706	0.2395890408
707	0.2395305216
708	0.2394543551
709	0.2393693671
710	0.2393220398
711	0.2393018734
712	0.2392659378
713	0.2392295402
714	0.2392198204
715	0.2391812366
716	0.2391213864
717	0.2390633067
718	0.2390302637
719	0.2390181772
720	0.2389890171
721	0.2389502366
722	0.2389360639
723	0.2388644905
724	0.2388456699
725	0.2388213509
726	0.2387008423
727	0.2386901228
728	0.2386576674
729	0.2386202121
730	0.238550915
731	0.2385253346
732	0.2385116128
733	0.2384542191
734	0.2383059472
735	0.2382961501
736	0.2382756227
737	0.2382525095
738	0.2382325856
739	0.238206678
740	0.2381561206
741	0.2380977901
742	0.2380566682
743	0.2380331958
744	0.2380139271
745	0.2379495006
746	0.2379202576
747	0.2374373297
748	0.2374015246
749	0.2373769084
750	0.2373663119
751	0.2372881788
752	0.2372317824
753	0.2372041724
754	0.2371734472
755	0.2371093097
756	0.2370965151
757	0.2370835683
758	0.2370588159
759	0.2370415024
760	0.2370207364
761	0.2369968034
762	0.2369761352
763	0.2369186647
764	0.2368975313
765	0.2368801291
766	0.2368380172
767	0.2368146101
768	0.2367931101
769	0.2367514833
770	0.2366639142
771	0.2366474908
772	0.2366082907
773	0.2365437522
774	0.2364872638
775	0.2364628212
776	0.2364443144
777	0.2364026598
778	0.236370615
779	0.2363143041
780	0.2362868507
781	0.2362342966
782	0.2361773686
783	0.2361213734
784	0.2361037549
785	0.2360717
786	0.2360547284
787	0.2359981455
788	0.2359702183
789	0.2359265364
790	0.235896764
791	0.2358559486
792	0.2358467414
793	0.2357627968
794	0.2357341427
795	0.2357099291
796	0.235648561
797	0.2356202405
798	0.2355844987
799	0.2355599041
800	0.235545898
801	0.2355306164
802	0.2355140837
803	0.2354849755
804	0.2354590222
805	0.2354343347
806	0.2354078341
807	0.235371236
808	0.2353444271
809	0.2353176915
810	0.2353030439
811	0.2352484939
812	0.2352411183
813	0.2349627351
814	0.2349268205
815	0.234902701
816	0.2347856146
817	0.2347550789
818	0.2346865046
819	0.2346323848
820	0.2345930279
821	0.2345689062
822	0.2345467437
823	0.2345357203
824	0.2344912505
825	0.2344845267
826	0.234450916
827	0.2344199351
828	0.234380213
829	0.234361929
830	0.2343410317
831	0.2343323642
832	0.2342528077
833	0.2341947469
834	0.2341868755
835	0.2341655715
836	0.2341495501
837	0.2340904544
838	0.2340738357
839	0.234041963
840	0.234014471
841	0.2339914447
842	0.233976247
843	0.2339272139
844	0.2339015207
845	0.2338770312
846	0.2338604851
847	0.2338240322
848	0.2337637692
849	0.2337404715
850	0.2337200019
851	0.2337127188
852	0.2336810688
853	0.2336508564
854	0.2336326407
855	0.2336178247
856	0.2335959038
857	0.233573825
858	0.2335476894
859	0.2335292269
860	0.2334932827
861	0.2334610869
862	0.2334231819
863	0.2334097882
864	0.2333874732
865	0.233366231
866	0.2333398796
867	0.2332716115
868	0.2332107645
869	0.233168466
870	0.23315182
871	0.2331316007
872	0.2331182941
873	0.2330652522
874	0.2330539924
875	0.2330128301
876	0.2329765401
877	0.2329531791
878	0.232905123
879	0.2328623036
880	0.2328308498
881	0.2328169299
882	0.2327254434
883	0.2326777933
884	0.2326497119
885	0.2326374966
886	0.2326138775
887	0.2325846394
888	0.2325549273
889	0.2325295852
890	0.2325071392
891	0.2324779847
892	0.232458478
893	0.2324345173
894	0.2323843698
895	0.2323606356
896	0.2323309762
897	0.2323038255
898	0.2322770404
899	0.2322375086
900	0.2322236451
901	0.2321753442
902	0.2321601994
903	0.232118386
904	0.2320983333
905	0.232070423
906	0.2320527186
907	0.2320216375
908	0.2319980391
909	0.2319470533
910	0.2319314869
911	0.231898709
912	0.2318621287
913	0.231819762
914	0.2318002259
915	0.2317778352
916	0.2317699299
917	0.231758213
918	0.2317371868
919	0.2317146397
920	0.2316927869
921	0.2316659896
922	0.2316304959
923	0.2316067623
924	0.2315789602
925	0.2315600907
926	0.2315478374
927	0.2315174578
928	0.2314780336
929	0.2314703921
930	0.2314612699
931	0.2314351454
932	0.2314232773
933	0.2314019861
934	0.2313805962
935	0.2313710593
936	0.2313549699
937	0.2313061433
938	0.231272109
939	0.2312458753
940	0.2312122776
941	0.2311914879
942	0.2311562976
943	0.2311326399
944	0.2310870639
945	0.2310832087
946	0.2310298083
947	0.2310098561
948	0.2309862719
949	0.2309474472
950	0.2309406855
951	0.2309286372
952	0.2309021801
953	0.2306584663
954	0.2306092012
955	0.2305750038
956	0.2305555954
957	0.2305136526
958	0.2304819059
959	0.2304427183
960	0.2303947241
961	0.230362175
962	0.2303302804
963	0.2303052086
964	0.2302654335
965	0.2302365133
966	0.229963355
967	0.2299442626
968	0.2299135394
969	0.229885937
970	0.2296980848
971	0.2296621616
972	0.2296389628
973	0.2296118617
974	0.2296040559
975	0.2295898389
976	0.2295429279
977	0.2295225585
978	0.2295106629
979	0.2294968712
980	0.2294819929
981	0.2294469309
982	0.2294249302
983	0.229388309
984	0.2293837069
985	0.2293726288
986	0.2293536611
987	0.2293386927
988	0.2293219514
989	0.2292864258
990	0.2292577928
991	0.2292375382
992	0.229230611
993	0.2292129908
994	0.2291872867
995	0.2291666338
996	0.2291292901
997	0.2291088276
998	0.2290789284
999	0.2290614849
1000	0.2290449533
1001	0.2290400858
1002	0.2290178174
1003	0.2289958622
1004	0.22897344
1005	0.2289616307
1006	0.2289486237
1007	0.2289326669
1008	0.2289219513
1009	0.2288925127
1010	0.2288780397
1011	0.2288646248
1012	0.2288486697
1013	0.2288145619
1014	0.2287368293
1015	0.2287167548
1016	0.2286953307
1017	0.2286751223
1018	0.2286613729
1019	0.2286167697
1020	0.2285940545
1021	0.228561763
1022	0.2285239388
1023	0.2284980994
1024	0.228467618
1025	0.2284474796
1026	0.2284429288
1027	0.2284235734
1028	0.2284124694
1029	0.2283885542
1030	0.2283608597
1031	0.2283319429
1032	0.2282974053
1033	0.2282721395
1034	0.2282481441
1035	0.2282294099
1036	0.2282167336
1037	0.2281921242
1038	0.2281755497
1039	0.2281619271
1040	0.2281553476
1041	0.2281189612
1042	0.2280928796
1043	0.2280831046
1044	0.2280671908
1045	0.2280482717
1046	0.2280218216
1047	0.228011231
1048	0.2279968023
1049	0.227979326
1050	0.2279579634
1051	0.2279538376
1052	0.2279372032
1053	0.2279197625
1054	0.2278739587
1055	0.2278578786
1056	0.2278441245
1057	0.2278220129
1058	0.2277947088
1059	0.2277730163
1060	0.2277448429
1061	0.2277269234
1062	0.227708273
1063	0.2276667295
1064	0.2276543847
1065	0.2276390099
1066	0.2276144761
1067	0.2275990659
1068	0.2275882088
1069	0.2275704672
1070	0.227532119
1071	0.2275010863
1072	0.2274839101
1073	0.2274676167
1074	0.2273318917
1075	0.2273003841
1076	0.227245083
1077	0.2272230327
1078	0.2272087983
1079	0.2271975599
1080	0.2271723101
1081	0.2271350964
1082	0.2271198966
1083	0.2271013446
1084	0.2270922896
1085	0.2270726173
1086	0.2270440871
1087	0.22703545
1088	0.2270193315
1089	0.2270036961
1090	0.2269845005
1091	0.2269700315
1092	0.2269567938
1093	0.2269329917
1094	0.2269204683
1095	0.2268994389
1096	0.2268870064
1097	0.2268716918
1098	0.2268498519
1099	0.2268377033
1100	0.2268138135
1101	0.2267807242
1102	0.2267543842
1103	0.2267444227
1104	0.2267115063
1105	0.2266959989
1106	0.2266705346
1107	0.2266616151
1108	0.2266504416
1109	0.2266279117
1110	0.2266127943
1111	0.2265964628
1112	0.226589465
1113	0.2265789689
1114	0.2265459806
1115	0.2264431575
1116	0.2264268794
1117	0.2264048257
1118	0.226394217
1119	0.2263822732
1120	0.2263598539
1121	0.2263415951
1122	0.2263360142
1123	0.2263155293
1124	0.2262849488
1125	0.2262558399
1126	0.2262446339
1127	0.2262132405
1128	0.2261858294
1129	0.2261728143
1130	0.2261598082
1131	0.2261415509
1132	0.226131007
1133	0.2261093502
1134	0.2260959105
1135	0.2260751546
1136	0.2260679986
1137	0.2260475398
1138	0.226032314
1139	0.2260096976
1140	0.2260008515
1141	0.2259609228
1142	0.2259475249
1143	0.2259324783
1144	0.2258967244
1145	0.225867519
1146	0.2258518603
1147	0.225828614
1148	0.2257814615
1149	0.2257436833
1150	0.2257179191
1151	0.2256850887
1152	0.2256653202
1153	0.2256453588
1154	0.2256327962
1155	0.2255885437
1156	0.2255726725
1157	0.2255443471
1158	0.2255345128
1159	0.2255146708
1160	0.22550305
1161	0.2254863887
1162	0.2254758518
1163	0.2254590085
1164	0.2254337098
1165	0.2254234088
1166	0.2254005819
1167	0.2253943652
1168	0.2253802079
1169	0.2253706161
1170	0.2253581279
1171	0.2253379068
1172	0.2253244045
1173	0.2253016886
1174	0.2252483682
1175	0.2252276849
1176	0.2252162649
1177	0.225196666
1178	0.225186875
1179	0.225141043
1180	0.2251214254
1181	0.2250318728
1182	0.2250190218
1183	0.2250078812
1184	0.2249812126
1185	0.2249703479
1186	0.224961356
1187	0.2249370188
1188	0.2249257367
1189	0.2249153201
1190	0.2248998196
1191	0.2248671159
1192	0.2248514587
1193	0.2248373777
1194	0.2248279012
1195	0.2248053411
1196	0.2248041509
1197	0.2247690409
1198	0.22475331
1199	0.2247195945
1200	0.2246807389
1201	0.2246518751
1202	0.2246317145
1203	0.2246142193
1204	0.2245887194
1205	0.2245644177
1206	0.2245266628
1207	0.2245129066
1208	0.224495471
1209	0.224493451
1210	0.2244856649
1211	0.2244679347
1212	0.2244583828
1213	0.2244490712
1214	0.2244223224
1215	0.2244062857
1216	0.224389787
1217	0.2243751039
1218	0.2243600109
1219	0.2243451629
1220	0.224329386
1221	0.2243096857
1222	0.2242962515
1223	0.2242728836
1224	0.2242545573
